brand,desc,overall_rating,rating_count,original_price,discount_price,offer_percentage,image_url
Roadster,Men Red Pure Cotton T-shirt,"4.1
|
1.3k Ratings",1.3k Ratings,MRP ₹499,₹204,(59% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11948294/2023/9/28/5e76978e-118a-47e1-a555-66cdcab55ada1695900275509-Roadster-Men-Red-Pure-Cotton-T-shirt-1121695900274941-1.jpg"");"
Roadster,The Life Co. Men Polo Collar Pure Cotton T-shirt,"4
|
205 Ratings",205 Ratings,MRP ₹999,₹299,( 70 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20789190/2022/12/20/27799744-e920-4205-8a6b-e7a1dfd8948f1671526926040-Roadster-Men-Tshirts-4441671526925654-1.jpg"");"
Roadster,Men Black Brown Colourblocked Polo Collar Pure Cotton T-shirt,"3.8
|
1.2k Ratings",1.2k Ratings,MRP ₹1299,₹454,(65% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12117126/2020/11/5/7836ccb1-38f3-4b97-8908-ee523919c1d31604568950997-Roadster-Men-Tshirts-4971604568949557-1.jpg"");"
Roadster,Men Regular Fit Polo Collar T-shirt,"3.8
|
318 Ratings",318 Ratings,MRP ₹1499,₹494,( 67 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22770654/2023/4/19/7bc532c6-5823-43cf-95b8-7101d43db7271681905496211-Roadster-Men-Tshirts-7211681905495757-1.jpg"");"
Roadster,Men Green Solid Round Neck T-shirt,"4.1
|
7.3k Ratings",7.3k Ratings,MRP ₹399,₹195,(51% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2275369/2018/1/24/11516793398088-Roadster-Men-Green-Solid-Round-Neck-T-shirt-3761516793397918-1.jpg"");"
Roadster,Men Mustard Yellow Embroidered Round Neck Pure Cotton T-shirt,"4.2
|
1.3k Ratings",1.3k Ratings,MRP ₹599,₹239,( 60 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12251266/2020/10/1/84eec979-3ec0-4191-a792-5ff945d96d641601533595074-Roadster-Men-Tshirts-3211601533593395-1.jpg"");"
Roadster,Men White & Navy Blue Pure Cotton Printed Henley Neck T-shirt,"4.1
|
390 Ratings",390 Ratings,MRP ₹1299,₹324,(75% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12504338/2020/12/29/f0941f16-013f-4123-bb49-585a1dc62d751609225761109-Roadster-Men-Tshirts-6291609225759391-1.jpg"");"
Roadster,Men Striped Polo Collar T-shirt,"3.7
|
132 Ratings",132 Ratings,MRP ₹1499,₹629,( 58 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23660874/2023/6/23/ca06ed84-2086-4a30-8a82-6968a7622ab11687513573699-Roadster-Men-Tshirts-3571687513573277-1.jpg"");"
Roadster,Men Black Pure Cotton T-shirt,"3.7
|
4.8k Ratings",4.8k Ratings,MRP ₹599,₹281,(53% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1996748/2018/2/9/11518168257353-Roadster-Men-Black-Solid-Round-Neck-T-shirt-231518168257206-1.jpg"");"
Roadster,Men Beige Solid Round Neck T-shirt,"4.1
|
2k Ratings",2k Ratings,MRP ₹599,₹191,(68% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11687250/2020/6/16/2ba6a38c-a335-4f98-a3f4-ed2b9809faa81592300947453-Roadster-Men-Tshirts-8351592300945742-1.jpg"");"
Roadster,Men White Solid Pure Cotton T-shirt,"4
|
469 Ratings",469 Ratings,MRP ₹599,₹221,(63% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18346724/2022/5/26/175d3b42-0661-4d20-983c-3bf3e7ae4ee81653565092345-Roadster-Men-Tshirts-5681653565091885-1.jpg"");"
Roadster,The Lifestyle Co. Pure Cotton T-shirt,"4.2
|
108 Ratings",108 Ratings,MRP ₹399,₹219,( 45 % OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21423448/2023/4/12/92fea2b2-63a1-4bc6-8225-bb45e44b8b361681282102873-Roadster-Men-Tshirts-2531681282102330-1.jpg"");"
Roadster,Men Off-White Solid Round Neck Pure Cotton T-shirt With Printed Detailing,"4.1
|
1k Ratings",1k Ratings,MRP ₹599,₹233,(61% OFF),"background-image: url(""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12251250/2020/10/6/c9b738e8-6510-4630-8ecb-d994d52c9aca1601975386581-Roadster-Men-Tshirts-6461601975384875-1.jpg"");"
