brand,description,overall_rating,rating_count,original_price(Rs),discount_price(Rs),offer_percentage(%),image_url
HRX by Hrithik Roshan,Men Rapid-Dry Training T-shirt,4.5,23.0,599.0,359.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984038/2023/12/13/cfeb277f-70cd-4a1c-bb2e-21f5a4d7c1171702462398378-HRX-by-Hrithik-Roshan-Men-Tshirts-8201702462398002-1.jpg"
HRX by Hrithik Roshan,Men Black Rapid Dry T-shirt,4.3,160.0,899.0,377.0,58 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19018428/2022/7/26/759e4d57-524e-46fe-bb43-dbb10e8db6581658828146637-HRX-by-Hrithik-Roshan-Men-Tshirts-2231658828146097-1.jpg"
HRX by Hrithik Roshan,Men Brand Logo Printed Rapid-Dry Training T-shirt,4.4,7.0,1499.0,449.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22049850/2023/8/25/347bb4e6-bcf0-4be7-b39a-6c857e795c911692948686900-HRX-by-Hrithik-Roshan-Men-Tshirts-661692948686314-1.jpg"
HRX by Hrithik Roshan,Typography Printed Rapid-Dry Training or Gym T-shirt,4.6,127.0,599.0,329.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21464548/2023/2/15/2e36359e-0f09-472e-8d7e-d3eb6493e9941676443943501-HRX-by-Hrithik-Roshan-Men-Tshirts-2031676443942616-1.jpg"
HRX by Hrithik Roshan,Printed Rapid-Dry Training T-shirt,4.6,7.0,899.0,269.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23559402/2023/10/25/9b15c55a-f930-42d1-9825-32c965f665a51698222656046-HRX-by-Hrithik-Roshan-Men-Tshirts-6911698222655629-1.jpg"
HRX by Hrithik Roshan,Men Striped Polo Collar Rapid-Dry Sports T-shirt,4.3,98.0,999.0,429.0,57 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23110702/2023/5/18/00117418-6ab4-4f92-b23c-0ae60faeef4c1684400140099-HRX-by-Hrithik-Roshan-Men-Tshirts-3101684400139583-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Jet Black Rapid-Dry Typography Printed T-shirt,4.1,220.0,899.0,404.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15178246/2022/5/31/81488a20-240f-4d58-81e8-5c1eed7dd8cf1653988642270TshirtsHRXbyHrithikRoshanMenTshirtsHRXbyHrithikRoshanMenTshi1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men jet black Rapid-Dry Typography Tshirts,4.3,172.0,1099.0,351.0,68 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17860696/2022/5/4/c6ea1686-91d8-4151-b8ad-f2c58e8ea2a51651662149220-HRX-by-Hrithik-Roshan-Men-Tshirts-3241651662148837-1.jpg"
HRX by Hrithik Roshan,Solid Rapid-Dry Training T-shirt,4.6,5.0,899.0,269.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23559558/2023/11/9/0e39ec9b-61b5-4c19-9805-c4187c212b431699511416132-HRX-by-Hrithik-Roshan-Men-Tshirts-251699511415685-1.jpg"
HRX by Hrithik Roshan,Rapid Dry Training T-shirt,4.3,151.0,699.0,384.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18162872/2023/3/17/569d17c7-669e-4235-9051-013bab74506f1679033513818-HRX-by-Hrithik-Roshan-Men-Tshirts-6941679033513434-1.jpg"
HRX by Hrithik Roshan,Printed Rapid-Dry Training T-shirt,4.9,8.0,899.0,269.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23559496/2023/10/25/e4f74fc5-5683-4269-9b02-2b052787f31f1698224513251-HRX-by-Hrithik-Roshan-Men-Tshirts-8761698224512742-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Formula Red Rapid-Dry Solid T-shirt,4.2,214.0,899.0,359.0,60 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17861336/2022/11/14/e551af46-6922-45f1-bc35-e5190e82b0941668427398871-HRX-by-Hrithik-Roshan-Men-Tshirts-5101668427398111-1.jpg"
HRX by Hrithik Roshan,Men Off White Rapid Dry T-shirt,4.1,365.0,899.0,404.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19018440/2022/7/26/d3935014-4985-4de4-be2d-f8df5ddba1531658834605997-HRX-by-Hrithik-Roshan-Men-Tshirts-5261658834605550-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Anthra Melange Rapid-Dry Typography Tshirts,4.3,142.0,899.0,269.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15178154/2022/7/4/6a8782d8-2a13-49d1-90ff-219e4d6cc8e61656921338811-HRX-by-Hrithik-Roshan-Men-Tshirts-5531656921338293-1.jpg"
HRX by Hrithik Roshan,Men Rapid-Dry Outdoor T-shirt,4.3,15.0,1299.0,714.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22411810/2023/7/27/75eb5e58-bb08-4f41-b44a-8503a4d855ff1690449040421-HRX-by-Hrithik-Roshan-Men-Tshirts-3321690449039912-1.jpg"
HRX by Hrithik Roshan,Striped Polo Collar Racket Sport Rapid-Dry T-shirt,4.3,7.0,1299.0,389.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22411842/2023/7/31/069e7db1-90b5-4b1e-984e-3c8de527b5031690782708613-HRX-by-Hrithik-Roshan-Men-Tshirts-7171690782708116-1.jpg"
HRX by Hrithik Roshan,Men Rapid-Dry Training T-shirt,4.6,16.0,1299.0,714.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21774210/2023/7/27/b219aeaf-ae31-4164-8b58-f44097ca3e8e1690443162138-HRX-by-Hrithik-Roshan-Men-Tshirts-1471690443161667-1.jpg"
HRX by Hrithik Roshan,Brand Logo Running Rapid-Dry T-shirt,4.7,7.0,899.0,269.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23014180/2023/8/11/a1100a54-1d6b-49cc-8fc1-845ac233de0f1691733533213-HRX-by-Hrithik-Roshan-Men-Tshirts-3211691733532653-1.jpg"
HRX by Hrithik Roshan,Men Rapid-Dry Training T-shirt,4.4,15.0,599.0,329.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984406/2023/12/13/e286e24a-92e9-4741-9508-009d9c5afe4f1702461888954-HRX-by-Hrithik-Roshan-Men-Tshirts-6731702461888564-1.jpg"
HRX by Hrithik Roshan,Lifestyle T-shirt,4.3,25.0,699.0,384.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23542662/2023/11/28/c19d15e2-c545-4b77-abbc-6a4ff0f5dc8b1701162157178-HRX-by-Hrithik-Roshan-Men-Tshirts-1051701162156839-1.jpg"
HRX by Hrithik Roshan,Rapid Dry Printed Sports T-shirt,4.3,9.0,1299.0,714.0,45 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984424/2023/11/27/82e7d156-55b7-44bb-92d9-a776bfba73061701085726981-HRX-by-Hrithik-Roshan-Men-Tshirts-4341701085726481-1.jpg"
HRX by Hrithik Roshan,Men White Typography Printed Rapid Dry T-shirt,4.1,188.0,899.0,422.0,53 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19018470/2022/7/26/3f682308-7bfa-4786-b430-d16dd64a74571658828162451-HRX-by-Hrithik-Roshan-Men-Tshirts-301658828161999-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Men Good Grey Typographic Rapid-Dry Antimicrobial Training Tshirt,4.1,1100.0,699.0,314.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13040508/2021/2/5/f176a9f3-440e-4c01-a0be-345f5211c75e1612525940765-HRX-by-Hrithik-Roshan-Men-Blue-Solid-Round-Neck-T-shirt-7941-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Blue Rapid-Dry Typography Tshirts,4.3,154.0,899.0,404.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15178270/2022/5/19/4046a5f2-c6b2-45ec-b7e4-92af1a58106b1652951956711-HRX-by-Hrithik-Roshan-Men-Tshirts-7461652951956426-1.jpg"
HRX by Hrithik Roshan,Men Rapid-Dry Running T-shirt,4.0,17.0,899.0,629.0,30 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24083080/2023/12/19/726ede76-a657-4a12-9cdd-eb5dfab2ebbf1702964022177HRXbyHrithikRoshanMenRapid-DryRunningT-shirt1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Black Rapid-Dry Typography Tshirts,4.4,192.0,699.0,328.0,53 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15289380/2021/12/13/99509982-a135-495f-86a2-40837e50453e1639376723689-HRX-by-Hrithik-Roshan-Men-Tshirts-7911639376723184-1.jpg"
HRX by Hrithik Roshan,Printed Rapid-Dry Training T-shirt,4.4,10.0,1499.0,449.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22049830/2023/9/6/fc5c1d6a-1d50-4f5d-a674-3661cd56d7e61693987999229-HRX-by-Hrithik-Roshan-Men-Red-Printed-T-shirt-87716939879987-1.jpg"
HRX by Hrithik Roshan,Men Black T-shirt,4.3,182.0,899.0,422.0,53 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20104354/2022/10/4/68d8415a-df31-4615-b754-f4dc7004db991664886867685-HRX-by-Hrithik-Roshan-Men-Black-T-shirt-5551664886867109-1.jpg"
HRX by Hrithik Roshan,Men Navy Printed Bio-Wash Yoga Pure Cotton T-shirt,4.1,1000.0,699.0,349.0,50 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11999598/2022/3/2/619e2cc3-71a3-4830-8301-6f5e3d57938c1646224598062-HRX-by-Hrithik-Roshan-Men-Navy-Printed-Bio-Wash-Yoga-Pure-Co-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Training T-shirt,4.8,10.0,899.0,539.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23069608/2023/8/3/52a9af55-d62f-442c-92a4-80267e1b87ab1691056385861-HRX-by-Hrithik-Roshan-Men-Tshirts-541691056385350-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Running Men Optic White Antimicrobial Brand carrier Tshirts,4.1,280.0,699.0,349.0,50 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18341284/2022/7/4/f69cb78e-e6b1-4735-8f88-7f1ee72f847c1656921883528-HRX-by-Hrithik-Roshan-Men-Tshirts-9871656921883026-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Jet Black Rapid-Dry Typography T-shirts,4.3,92.0,1099.0,274.0,75 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17208230/2022/7/13/3dcd47dd-5656-4532-ba38-02ee3094e47f1657712556266-HRX-By-Hrithik-Roshan-Training-Men-Jet-Black-Rapid-Dry-Typog-1.jpg"
HRX by Hrithik Roshan,Sleeveless Rapid-Dry Basketball T-shirt,4.0,24.0,899.0,269.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21775540/2023/6/15/5f698dc4-be9c-43c4-ab2a-6c15dbe26d9f1686818965078-HRX-by-Hrithik-Roshan-Men-Tshirts-8131686818964611-1.jpg"
HRX by Hrithik Roshan,Men Brand Logo Printed Rapid-Dry Badminton T-shirt,4.5,6.0,1099.0,604.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22411676/2023/9/8/5bb0796e-c89c-4986-8483-940b54d41e351694166063777-HRX-by-Hrithik-Roshan-Men-Fluorescent-Green--Blue-Brand-Logo-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Printed Polo Collar Sport T-shirt,4.3,12.0,1299.0,389.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21771972/2023/6/20/6a2b3a83-f11d-414e-b3a4-f57968a1bbb71687243118600-HRX-by-Hrithik-Roshan-Men-Tshirts-2121687243118037-1.jpg"
HRX by Hrithik Roshan,Men Brand Logo Printed Rapid-Dry Football T-shirt,3.9,29.0,1299.0,389.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20494830/2023/5/23/39b99ff6-ef6d-49e5-bd19-c2f6306b01051684830801186-HRX-by-Hrithik-Roshan-Men-Tshirts-8381684830800715-1.jpg"
HRX by Hrithik Roshan,Men Printed Rapid-Dry Badminton T-shirt,4.0,6.0,899.0,314.0,65 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984356/2023/10/18/d10dd87f-3b83-4845-a48e-a815b40baa6f1697611439363-HRX-by-Hrithik-Roshan-Men-Tshirts-4761697611439058-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Antimicrobial Brand carrier Training T-shirts,4.5,131.0,699.0,321.0,54 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18162974/2023/3/22/8848492d-d4c4-4af2-b64d-39305666a4f91679465150397-HRX-by-Hrithik-Roshan-Men-Tshirts-9161679465149868-1.jpg"
HRX by Hrithik Roshan,Men Typography Printed Training Rapid-Dry T-shirt,4.6,22.0,699.0,384.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23559408/2023/10/6/b3484ae8-b814-4f42-a9a1-4b70b36a4b391696580257365-HRX-by-Hrithik-Roshan-Men-Tshirts-2131696580256969-1.jpg"
HRX by Hrithik Roshan,Rapid Dry Typography Printed Hooded Training T-shirt,3.8,5.0,1299.0,389.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21774198/2023/9/6/ddc9bce2-c7e5-40c0-b36b-57fd0049cb2c1693992982176-HRX-by-Hrithik-Roshan-Men-Tshirts-1821693992981659-1.jpg"
HRX by Hrithik Roshan,Men Olive Green Striped Rapid Dry T-shirt,4.1,70.0,899.0,422.0,53 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19018468/2022/7/26/d1ffe254-490c-49e6-a392-6f22169bd4191658834583233-HRX-by-Hrithik-Roshan-Men-Tshirts-6241658834582802-1.jpg"
HRX by Hrithik Roshan,Pure Cotton Yoga T-shirt,3.4,14.0,1299.0,389.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21775062/2023/7/4/9bf6d90d-9812-4857-8a42-184f895fc5501688453378319-HRX-by-Hrithik-Roshan-Men-Tshirts-6931688453377884-1.jpg"
HRX by Hrithik Roshan,Typography Printed T-shirt,4.1,15.0,899.0,269.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23358732/2023/8/17/1e3a0d6f-ba45-4cc0-8f8a-95d2c754c7491692273626281-HRX-by-Hrithik-Roshan-Men-Tshirts-5681692273625849-1.jpg"
HRX by Hrithik Roshan,Men Back Detail Rapid-Dry Training T-shirt,4.5,20.0,899.0,629.0,30 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21774356/2023/7/6/748738a5-bab4-494f-bd70-b0682644dfb41688635962271-HRX-by-Hrithik-Roshan-Men-Tshirts-9671688635961718-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Seamless Rapid-Dry Training Or Gym T-shirt,4.5,6.0,1529.0,581.0,62 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23509476/2023/8/22/5888c05e-d40d-4f52-aa0f-0d6f32a5f7291692704212677-Men-Black-Rapid-Dry-Anti-Microbial-Yoga-T-shirt-735169270421-1.jpg"
HRX by Hrithik Roshan,Men Printed Hooded Rapid-Dry Training T-shirt,4.3,12.0,1299.0,454.0,65 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21774240/2023/8/3/6fa98ee5-0fcf-4c30-83ce-49809de82a9d1691057094664-HRX-by-Hrithik-Roshan-Men-Tshirts-5901691057094252-1.jpg"
HRX by Hrithik Roshan,Men Typography Printed Polo Collar T-shirt,3.9,19.0,899.0,368.0,59 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23264434/2023/7/27/31fcae06-ed80-47cd-a5b1-7bbca745cfa01690458086033-HRX-by-Hrithik-Roshan--Biege-Regular-Fit-Racket-Sports-Mens--1.jpg"
HRX by Hrithik Roshan,Graphic Printed Anti-Microbial Rapid-Dry Racket Sports T-shirt,4.5,11.0,899.0,494.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984420/2023/10/19/ef01e4ba-cb42-49d1-9eb7-fe207b7b4a041697697644194-HRX-by-Hrithik-Roshan-Men-Tshirts-681697697643836-1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Virdigiris Rapid-Dry Typography Tshirts,4.5,38.0,1299.0,389.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15289192/2022/11/7/40b0e29a-7971-42c1-9091-786d0dc7e1171667802824273-HRX-by-Hrithik-Roshan-Men-Tshirts-9931667802823527-1.jpg"
HRX by Hrithik Roshan,Men Typography Printed Rapid-Dry Running T-shirt,4.1,21.0,899.0,359.0,60 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23014148/2023/8/16/8fa11dd1-d176-4332-8821-e16c3727ba881692182661910-HRX-by-Hrithik-Roshan-Men-Tshirts-881692182661491-1.jpg"
HRX by Hrithik Roshan,Men Typography Printed T-shirt,4.4,8.0,1099.0,329.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25034692/2023/9/27/fcad4714-7cfb-40a0-af45-5a6cb42534161695793421306-HRX-by-Hrithik-Roshan-Men-Tshirts-5891695793420737-1.jpg"
HRX by Hrithik Roshan,Typography Printed Rapid-Dry Training or Gym T-shirt,4.3,152.0,599.0,329.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21464672/2023/2/15/69170d61-d272-43cf-8c60-cb4cbcfd04d01676441251423-HRX-by-Hrithik-Roshan-Men-Tshirts-5781676441250760-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Printed Racket Sport T-shirt,4.5,24.0,1299.0,389.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22411820/2023/7/6/6e97b54f-eb49-4371-b1a6-97240ffc1e491688629834287-HRX-by-Hrithik-Roshan-Men-Tshirts-8391688629833846-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Printed Training T-shirt,5.0,5.0,899.0,494.0,45 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21774330/2023/8/10/39967edf-855e-4bd8-b162-72783462041e1691648846187-HRX-by-Hrithik-Roshan-Rapid-Dry-Printed-Training-T-shirt-111-1.jpg"
HRX by Hrithik Roshan,Men Orange Typography Printed Rapid Dry Running T-shirt,4.2,5800.0,1099.0,329.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10106295/2019/9/26/4582f676-1fce-43fb-a03f-cdbda1af39b41569489077725-HRX-by-Hrithik-Roshan-Men-Tshirts-8381569489076146-1.jpg"
HRX by Hrithik Roshan,Brand Logo Polo Collar T-shirt,3.3,15.0,1499.0,674.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23217316/2023/11/3/5c639c40-97fe-491e-bc0f-cb5d4e685d821698993185216-HRX-by-Hrithik-Roshan-Brand-Logo-Polo-Collar-T-shirt-7921698-1.jpg"
HRX by Hrithik Roshan,Polo Collar T-shirt,3.9,190.0,999.0,449.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22097708/2023/3/2/6be71fb9-c490-44a8-9d33-bc297b47943a1677738970862-HRX-by-Hrithik-Roshan-Men-Tshirts-5631677738970255-1.jpg"
HRX by Hrithik Roshan,Men Navy Solid Bio-Wash Yoga Tshirt,4.1,748.0,699.0,349.0,50 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11999522/2020/7/9/7b84a49e-4c83-44cc-80a1-7cd75e2034401594292874400-HRX-by-Hrithik-Roshan-Men-Tshirts-6161594292872899-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Printed Training T-shirt,4.4,10.0,899.0,269.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21774328/2023/7/11/e051d29d-1f84-44c5-bf8e-d339e4ec116a1689065235892-HRX-by-Hrithik-Roshan-Men-Tshirts-6911689065235456-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Printed Training T-shirt,4.5,35.0,599.0,269.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23542824/2023/10/11/f358f820-125f-4af3-86c9-c90885188c5c1697024449851-HRX-by-Hrithik-Roshan-Men-Tshirts-1301697024449043-1.jpg"
HRX by Hrithik Roshan,Men Navy Printed Bio-Wash Yoga Pure Cotton T-shirt,4.1,954.0,699.0,349.0,50 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11999550/2020/7/31/6cfb955b-db8b-4ad0-8cf9-e77a472a0b0d1596187259473HRXbyHrithikRoshanMenNavyBluePrintedRoundNeckT-shirtTshirtsH1.jpg"
HRX by Hrithik Roshan,HRX By Hrithik Roshan EDGE Bio-Wash Colourblocked Pure Supima Cotton T-shirt,4.0,104.0,2599.0,1689.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17860920/2023/2/15/7ef42ae1-cfc1-4524-ba0a-6c225cc6a5a61676453610877-HRX-by-Hrithik-Roshan-Men-Tshirts-7781676453610268-1.jpg"
HRX by Hrithik Roshan,Men Brand Logo Printed Rapid-Dry Training T-shirt,4.9,10.0,1499.0,824.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22049852/2023/8/25/7f5df834-0c78-4dea-ade0-3069aa501e441692952610098-HRX-by-Hrithik-Roshan-Men-Tshirts-7361692952609568-1.jpg"
HRX by Hrithik Roshan,Men Geometric Printed T-shirt,3.3,13.0,899.0,269.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23069374/2023/7/13/607685fa-5297-44ee-adca-8ab9673e3cb81689227123595-HRX-by-Hrithik-Roshan-Men-Tshirts-6531689227123210-1.jpg"
HRX by Hrithik Roshan,Printed Pure Cotton Yoga T-shirt,4.1,29.0,1299.0,389.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21775030/2023/8/25/226fca0b-e9e0-4df2-ad66-89ab13c3ee231692944246915-HRX-by-Hrithik-Roshan-Printed-Pure-Cotton-Yoga-T-shirt-11116-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Printed Training T-shirt,4.1,15.0,1099.0,714.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23264302/2023/8/24/7dcfc791-54e4-4af1-b2e2-e4de65d9e20f1692876870796-HRX-by-Hrithik-Roshan-Men-Tshirts-7401692876870214-1.jpg"
HRX by Hrithik Roshan,Men Geometric Print Rapid-Dry Badminton T-shirt,4.3,15.0,1299.0,519.0,60 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22411672/2023/9/8/3c8a7c7b-ecc4-4594-b1a3-8478baf685e21694170072364-HRX-by-Hrithik-Roshan-Men-Black--Charcoal-Printed-V-Neck-Mon-1.jpg"
HRX by Hrithik Roshan,Men Printed Hooded Rapid-Dry Training T-shirt,4.2,16.0,1299.0,714.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21774114/2023/12/18/7ec42e3c-b966-4c7c-9d74-eea12bac8b411702889038055HRXbyHrithikRoshanMenPrintedHoodedRapid-DryTrainingT-shirt1.jpg"
HRX by Hrithik Roshan,Men Black Printed Active RAPID-DRY T-Shirt,4.2,2400.0,1099.0,329.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1714052/2022/5/14/fe2a8c3f-7dea-41c8-b0e5-1b5712eb7d611652506405937-HRX-by-Hrithik-Roshan-Men-Black-Printed-Active-RAPID-DRY-T-S-7.jpg"
HRX by Hrithik Roshan,Men Grey Running T-shirt,4.2,1000.0,1099.0,428.0,61 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10106211/2023/11/6/5a52118c-a350-4679-aa1d-4816faba0c2c1699261981369-HRX-by-Hrithik-Roshan-Men-Grey-Running-T-shirt-9391699261980-1.jpg"
HRX by Hrithik Roshan,Printed Antimicrobial Training T-shirt,4.3,13.0,699.0,279.0,60 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23559520/2023/10/4/589a7c1c-aec2-49ca-b9c4-5e814f0ad63a1696402052161-HRX-by-Hrithik-Roshan-Men-Tshirts-2631696402051717-1.jpg"
HRX by Hrithik Roshan,Typography Printed T-shirt,4.2,46.0,599.0,299.0,50 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22254372/2023/3/24/0619aeef-5683-48e0-8f57-6029b889fcf41679635612615-HRX-by-Hrithik-Roshan-Men-Tshirts-5271679635612076-1.jpg"
HRX by Hrithik Roshan,HRX Active by Hrithik Roshan Seamless Men Charcoal Grey Printed Round Neck T-shirt,4.5,1300.0,1099.0,329.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/3009821/2018/7/27/c0d262ca-442b-49c2-a113-cf7e1e56c65f1532691415032-HRX-Active-by-Hrithik-Roshan-Men-Charcoal-Grey-Rapid-Dry-Pri-1.jpg"
HRX by Hrithik Roshan,Brand Printed Rapid-Dry Training T-shirt,4.2,6.0,899.0,494.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23559530/2023/11/9/d3a027f1-898b-40fe-8c25-d0ee5baf66a11699511424094-HRX-by-Hrithik-Roshan-Men-Tshirts-7381699511423667-1.jpg"
HRX by Hrithik Roshan,Men Black Training Printed Rapid-Dry Antimicrobial T-shirt,4.4,61.0,1099.0,593.0,46 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16938256/2022/10/12/25c42526-0fbb-4274-9e04-94be818daa251665559004246-HRX-by-Hrithik-Roshan-Men-Tshirts-9171665559003738-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Training T-shirt,4.6,17.0,899.0,359.0,60 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23264268/2023/9/13/5f057cd3-82db-40b5-b16c-3f82dc0a32671694593331394-HRX-by-Hrithik-Roshan-Men-Tshirts-5231694593330978-1.jpg"
HRX by Hrithik Roshan,Men Striped Polo Collar T-shirt,3.7,16.0,999.0,449.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24626540/2023/8/29/1ac6f158-9e83-4b2b-8ff6-cb166d5c23891693308581008-HRX-by-Hrithik-Roshan-Fashion-Charcoal-Melange-Mens-Lifestyl-1.jpg"
HRX by Hrithik Roshan,Men Geometric Printed Rapid-Dry Training T-shirt,4.4,11.0,1499.0,374.0,75 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22049780/2023/7/27/2f3e5608-3235-4208-afb4-5607495822e81690441410298-HRX-by-Hrithik-Roshan-Men-Tshirts-2291690441409820-1.jpg"
