brand,description,overall_rating,rating_count,original_price(Rs),discount_price(Rs),offer_percentage(%),image_url
Roadster,The Lifestyle Co. Raglan Sleeves Pure Cotton T-shirt,4.3,160.0,499.0,274.0, 45  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21423542/2023/4/12/7e9f7870-761b-46e8-b5f4-42f3f2147c6b1681280968916-Roadster-Men-Tshirts-7651681280968406-1.jpg"
Roadster,Men Charcoal Grey Solid Round Neck T-shirt,4.1,5600.0,499.0,229.0,54 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11687264/2020/6/9/6fe28196-ea0a-4ea9-b132-8fdf8bbd9e4f1591703233064-Roadster-Men-Tshirts-4241591703231327-1.jpg"
Roadster,The Lifestyle Co. Oversized Fit Printed Detail Pure Cotton T-shirt,3.9,13.0,799.0,359.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25127832/2023/11/21/05cb25b5-d4a0-4f41-9c7d-b6e8caf95e661700548307001-Roadster-Men-Tshirts-3101700548306564-1.jpg"
Roadster,The Lifestyle Co Men Blue Typography Printed Pure Cotton T-shirt,4.4,72.0,699.0,209.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13623676/2021/6/11/e9fde881-c4a0-4b9e-9db5-a62cedd263181623391176778-Roadster-Men-Tshirts-3121623391176213-1.jpg"
Roadster,The Lifestyle Co. Printed Drop-Shoulder Sleeves Pure Cotton Oversized T-shirt,4.0,9.0,999.0,299.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25127914/2023/10/26/ad43ecca-48a7-4381-89da-272fab47f2851698315341386-Roadster-Men-Tshirts-8861698315341029-1.jpg"
Roadster,The Lifestyle Co. Oversized Fit Drop-Shoulder Sleeves T-shirt,4.8,10.0,699.0,216.0,69 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25521606/2023/12/1/18a9e661-3e52-446b-a4c8-3850827f3ed11701413953940-Roadster-Men-Tshirts-7301701413953606-1.jpg"
Roadster,The Lifestyle Co. Men Blue Solid Polo Collar Slim Fit Pure Cotton T-shirt,4.0,133.0,1099.0,340.0,69 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18046500/2022/6/28/71052fdb-d3b1-422d-a7b2-30ad606e4b0c1656414237690-Roadster-Men-Tshirts-9901656414237304-1.jpg"
Roadster,The Lifestyle Co Men Olive Green Solid Round Neck T-shirt,4.2,930.0,699.0,279.0, 60  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10622450/2019/11/5/dc5c2fd6-775f-4835-894e-7c7be573f17d1572959688581-Roadster-Men-Tshirts-5691572959686382-1.jpg"
Roadster,Men Grey Melange Solid T-shirt,4.0,5600.0,499.0,224.0,55 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11948318/2022/3/4/a16375d2-a672-4cbc-9a7b-131c2176d2a41646394283494-Roadster-Men-Grey-Melange-Solid-Round-Neck-T-shirt-801164639-1.jpg"
Roadster,Men Solid Pure Cotton T-shirt,3.8,27.0,999.0,479.0,52 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24009544/2023/7/19/f60077ce-9c9d-456e-96dd-4d01885086801689746196635-Roadster-Men-Tshirts-2171689746196317-1.jpg"
Roadster,Men White Solid Round Neck Pure Cotton T-shirt,4.1,1200.0,799.0,247.0,69 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8938929/2019/6/8/a759a6b9-a3f4-41ac-a269-b3e98e8b32121559977892770-Roadster-Men-White-Solid-Round-Neck-T-shirt-751559977891125-1.jpg"
Roadster,Men Mustard Yellow Polo Collar Cotton Pure Cotton T-shirt,4.1,1900.0,1299.0,389.0,70 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10920072/2022/5/9/92326fc6-a66e-47f5-88fb-3345e5579e5c1652076001033-Roadster-Men-Mustard-Yellow-Polo-Collar-Cotton-Pure-Cotton-T-1.jpg"
Roadster,Men Olive Green & Black Solid Scoop Neck Racerback T-shirt,4.2,923.0,599.0,179.0, 70  ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11545242/2020/8/6/f0b95adc-5e53-4d21-87e3-212c7d5ffeca1596715236468-Roadster-Men-Olive-Green--Black-Solid-Scoop-Neck-Racerback-T-1.jpg"
Friskers,Round Neck Cotton T-shirt,4.4,48.0,989.0,474.0,52 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22429558/2023/10/26/d9044893-8812-452c-9cc0-862842106cd21698300989429-Friskers-Round-Neck-Cotton-T-shirt-1261698300989021-1.jpg"
Friskers,Men Olive Green Solid V-Neck Pure Cotton T-shirt,4.1,132.0,949.0,559.0,41 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13953798/2023/10/26/3152d357-e6fa-45f5-bd6a-a275012ecf5a1698299374599-Friskers-Men-Olive-Green-Solid-V-Neck-Pure-Cotton-T-shirt-56-1.jpg"
Friskers,Men Black Solid Hooded T-shirt,4.2,205.0,999.0,589.0,41 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777892/2023/11/24/d60f129f-c00f-4575-80f3-bcc6a29c5cbf1700821441476-Friskers-Men-Black-Solid-Hooded-T-shirt-9391700821441260-1.jpg"
Friskers,Men Black Colourblocked Hood T-shirt,4.6,25.0,999.0,619.0,38 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/23/219ee04b-71c0-4f99-acee-b64e77213d691606111657613-1.jpg"
Friskers,Men Navy Blue & Grey Typography Printed T-shirt,4.0,30.0,1499.0,719.0,52 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16046802/2021/11/10/25417ef8-176d-4326-9d03-fa2a441417bb1636526810726FriskersMenNavyBlueTypographyPocketsT-shirt1.jpg"
Friskers,Hoody Neck Pure Cotton Casual T-shirt,4.3,12.0,1499.0,644.0,57 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22429568/2023/3/20/270537fc-cd3f-41e2-b52c-aac7181de6841679279352721FriskersMenWhiteHenleyNeckRawEdgeT-shirt1.jpg"
Friskers,Men Coffee Brown Pure Cotton T-shirt,3.8,4.0,1399.0,685.0,51 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20784752/2022/11/16/72a2ea20-b35d-4b4a-9714-3ec4403e29911668620411911MenBrownFullSleeveCottonLycraHoodedTshirt1.jpg"
Friskers,Men Pack of 2 Printed Pure Cotton T-shirts,4.6,5.0,1398.0,796.0,43 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15419414/2021/9/9/e4404ae2-fdf8-4cf0-b1c2-d06811d1e4261631186838612MenYellowTurquoiseSmilyBatmenRoundNeckCottonDropCutPrintedSl1.jpg"
Friskers,Men Mustard Yellow Solid Round Neck Pure Cotton T-shirt,4.1,768.0,969.0,581.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8907305/2023/10/26/709dffea-10a1-4c9d-b1f9-58c8d5357b001698298571132-Friskers-Men-Mustard-Yellow-Solid-Round-Neck-Pure-Cotton-T-s-1.jpg"
Friskers,Men Black Printed Hood T-shirt,4.7,13.0,999.0,599.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/23/4be11489-6d7a-451e-9952-747c0aa0acef1606123151926-1.jpg"
Friskers,Men Black Solid Hood T-shirt,4.2,149.0,1199.0,695.0,42 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777938/2020/4/1/7b5bca2a-0120-4e7b-95be-a0fde141f7881585738413660FriskersMenBlackSolidHoodT-shirt1.jpg"
Friskers,Men Black V-Neck Pure Cotton T-shirt,4.2,23.0,1249.0,587.0,53 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20784766/2022/11/16/dc55291b-8317-4270-9b84-a199f6e47ceb1668620419520MenBlackFullSleeveCottonLycraV-NeckTshirt1.jpg"
Friskers,Men Grey T-shirt,3.9,7.0,1199.0,683.0,43 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19709278/2023/11/24/1ed5cb5b-edfb-46bc-adbe-e1c09d365ae61700821531834-Friskers-Men-Grey-T-shirt-6261700821531539-1.jpg"
Friskers,Pack Of 2 V-Neck Slim Fit Cotton T-shirt,4.0,2.0,1899.0,778.0,59 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22739172/2023/4/12/e8aa3338-7f68-45fe-9355-83d6659037a81681269659595FriskersMenWhite2V-NeckAppliqueSlimFitT-shirt1.jpg"
Friskers,Men Black Printed Cotton T-shirt,4.6,9.0,1499.0,719.0,52 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16046748/2021/11/10/1149bb69-122f-4f07-8b94-234b5e64c7c71636528994239FriskersMenBlackPrintedPocketsT-shirt1.jpg"
Friskers,Men Navy Blue & Fluorescent Green Typography Printed T-shirt,4.2,13.0,1199.0,719.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19410684/2022/8/6/999dd04d-9f1e-407f-9d97-c317dfcc752c1659770463252FriskersMenNavyBlueTypographyPrintedV-NeckT-shirt1.jpg"
Friskers,Men Red Printed Hood T-shirt,4.4,34.0,999.0,599.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/23/d585b1a0-07cb-48c7-8105-abd32a04e40a1606125750637-1.jpg"
Friskers,Men Black Panda Printed T-shirt,4.7,11.0,1049.0,555.0,47 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18564870/2022/6/1/c998e7d2-537b-470f-8a60-4c77ee83961c1654091181820MenBlackPandaHalfSleeveT-shirt1.jpg"
Friskers,Men Navy Blue Solid Cotton Hooded T-shirt,4.0,6.0,1199.0,683.0,43 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15861024/2021/10/19/bfd5c150-1128-4592-9156-ed6eb8836da61634645844468FriskersMenNavyBluePocketsT-shirt1.jpg"
Friskers,Men Orange Printed Hooded T-shirt,4.5,10.0,1199.0,719.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15953238/2021/10/28/cb354503-849e-4273-9947-ac1d054938b71635402308622FriskersMenOrangeTypographyPrintedAppliqueT-shirt1.jpg"
Friskers,Men Navy Blue Typography Printed T-shirt,4.6,7.0,789.0,497.0,37 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19410690/2022/8/6/66fbdfb7-470e-411b-b36a-843808042b191659762259334FriskersMenNavyBlueTypographyPrintedV-NeckAppliqueT-shirt1.jpg"
Friskers,Men Coffee Brown V-Neck Pure Cotton T-shirt,3.8,13.0,1249.0,599.0,52 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20784754/2022/11/16/59ccd694-7bf6-4a41-8983-8a8d6664836a1668620415403MenBrownFullSleeveCottonLycraV-NeckTshirt1.jpg"
Friskers,Men Black Raw Edge T-shirt,4.6,16.0,999.0,559.0,44 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15863366/2021/10/19/33073695-957b-4b61-bcfd-d082dfbcd8a01634650854148FriskersMenBlackRawEdgeT-shirt1.jpg"
Friskers,Men Red Printed V-Neck T-shirt,4.2,6.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/d0f6e2a6-16f7-4c8d-9e69-25ef157d129b1581805963901-1.jpg"
Friskers,Men Olive Green Solid Round Neck T-shirt,2.9,7.0,959.0,556.0,42 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13953804/2023/10/26/369931f8-ba63-4585-a559-76db794285e11698299405279-Friskers-Men-Olive-Green-Solid-Round-Neck-T-shirt-5421698299-1.jpg"
Friskers,Men Green Solid V-Neck T-shirt,4.3,13.0,1479.0,562.0,62 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/12/26/d9e8d42e-ac2e-40ba-b95f-b9bf3468bec81608961039755-1.jpg"
Friskers,Men Mustard Yellow Printed V-Neck T-shirt,3.7,23.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/642ba78c-25ec-452f-8960-699e10f67d761581806046073-1.jpg"
Friskers,Men Black Printed V-Neck T-shirt,4.1,11.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/d3675f6e-807f-4cc2-b707-6632b8dcfe0d1581805970910-1.jpg"
Friskers,Men Black Typography Printed T-shirt,4.4,5.0,999.0,619.0,38 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19410704/2022/8/6/0eceab1c-0d86-44bb-867d-101ff1abd2821659768242403FriskersMenBlackTypographyV-NeckAppliqueT-shirt1.jpg"
Friskers,Men White Printed Hood T-shirt,4.6,25.0,999.0,599.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/23/6d5c988e-b783-4b15-a594-90792c5395291606123093192-1.jpg"
Friskers,Men Turquoise Blue Printed Raw Edge T-shirt,4.4,5.0,1049.0,524.0,50 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18766656/2022/6/17/1016e6ad-a582-45e6-b0d7-c854e0b9e0231655475808742MenTurquoiseSmilyHalfSleeveT-shirt1.jpg"
Friskers,Men Coffee Brown Pure Cotton T-shirt,3.9,8.0,1249.0,587.0,53 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20784774/2022/11/16/ca6ab32d-70f7-4d2f-98e1-d7a079e6abf71668620428362MenBrownFullSleeveCottonLycraRoundNeckTshirt1.jpg"
Friskers,Men White Solid Round Neck Pure Cotton T-shirt,3.9,620.0,969.0,591.0,39 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8907331/2023/10/26/6bcd5b85-be6f-4bb1-9e64-6f31ffdcf3911698298770489-Friskers-Men-White-Solid-Round-Neck-Pure-Cotton-T-shirt-9931-1.jpg"
Friskers,Men Polo Collar Short Sleeves Pocket T-shirt,4.2,16.0,1299.0,597.0,54 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22429570/2023/12/19/5697e593-0ccd-49c0-91e7-ceb97ea6ab1a1702958369994-Friskers-Men-Polo-Collar-Short-Sleeves-Pocket-T-shirt-511170-1.jpg"
Friskers,Polo Collar Casual T-shirt With Pocket,4.2,13.0,1299.0,597.0,54 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22429562/2023/12/19/25e3a492-0394-429c-84a2-7d3fd4adaa2f1702958359496-Friskers-Polo-Collar-Casual-T-shirt-With-Pocket-298170295835-1.jpg"
Friskers,Men Grey V-Neck T-shirt,3.9,19.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19709274/2022/8/29/4698a2b5-d901-43d0-b3d5-750c7f2705361661756426123FriskersMenGreyV-NeckT-shirt1.jpg"
Friskers,Men Gold-Toned Printed T-shirt,3.9,22.0,849.0,526.0,38 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16855130/2022/1/17/d86d9def-5628-4530-9e5c-a472ada5fe931642423867453MenGoldSleepyAppleCutSleevelessGymVest1.jpg"
Friskers,Men Maroon Smily Printed T-shirt,3.0,2.0,1049.0,566.0,46 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18565266/2022/6/1/4788c640-50df-4f0c-8641-159823e43a5a1654093500027Tshirts1.jpg"
Friskers,Men Grey Printed T-shirt,5.0,4.0,1049.0,566.0,46 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18766966/2022/6/17/c0faddc2-0e85-4a24-9ae6-a42487dafddc1655475861471Tshirts1.jpg"
Friskers,Men Black Printed Hood T-shirt,3.5,6.0,1199.0,731.0,39 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/23/37e0541f-3f06-4d3b-9747-35ba34380f301606120878004-1.jpg"
Friskers,Men Turquoise Blue & White Printed V-Neck T-shirt,4.1,21.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/daebdb6b-9dd6-4fae-a230-aca7ecd565a11581805694857-1.jpg"
Friskers,Men Turquoise Blue & White Printed V-Neck T-shirt,3.9,21.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/13fea958-244e-444a-bc37-529456435f8b1581803636888-1.jpg"
Friskers,Men Black Printed V-Neck T-shirt,3.9,14.0,949.0,578.0,39 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/127d05e2-3718-4e84-a21e-9593672699741581804261173-1.jpg"
Friskers,Men Navy Blue Printed V-Neck T-shirt,4.0,70.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/8341a2bd-ddb8-4690-834b-2b0f48ca6c401581804472455-1.jpg"
Friskers,Men Black Printed V-Neck T-shirt,3.8,6.0,949.0,578.0,39 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/15/1e91b295-3126-425f-9536-81decc3e41531581718568308-1.jpg"
Friskers,Men Black Printed V-Neck T-shirt,4.0,9.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/0ff8406e-0772-4d73-b224-318caa9b1f971581805014973-1.jpg"
Friskers,Men Mustard Yellow Printed V-Neck T-shirt,4.2,10.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/f8b2a6b8-96f5-4f80-baa2-bb69f384d9bb1581804205704-1.jpg"
Friskers,Men Turquoise Blue Printed V-Neck T-shirt,2.8,9.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/84ce8350-6231-49d6-8e63-399d03e245041581804265529-1.jpg"
Friskers,Men Turquoise Blue Printed V-Neck T-shirt,3.6,8.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/b163f0eb-5cab-4ad9-9224-15cea8a2830e1581805075215-1.jpg"
Friskers,Men Blue &White Printed V-Neck T-shirt,4.4,5.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/15/953c01a7-a5c7-45dd-816b-12f31f55efcf1581718566667-1.jpg"
Friskers,Men Blue & Black Printed V-Neck T-shirt,3.8,10.0,949.0,578.0,39 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/f6d0ad54-32b2-4a29-9a61-73afca0f3c8a1581805029027-1.jpg"
Friskers,Men Yellow Printed V-Neck T-shirt,3.4,5.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/8d99f580-5f99-4c26-a0f5-2185b1636a9f1581804234369-1.jpg"
Friskers,Men Mustard Yellow Printed V-Neck T-shirt,3.9,19.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/b379ccd9-38ef-4a9d-87f8-334bf53983591581804229825-1.jpg"
Friskers,Men Yellow & Black Printed V-Neck T-shirt,3.8,28.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/997c0acb-c249-4ed8-b35b-65aa2b2223841581805315571-1.jpg"
Friskers,Men Yellow Printed V-Neck T-shirt,4.0,14.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/d5d4065f-04a9-4d57-994b-5e8d1e1b45721581804829525-1.jpg"
Friskers,Men Red Printed V-Neck T-shirt,3.8,31.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/1a2ad914-df2a-4aac-9663-5c242b772fde1581805837821-1.jpg"
Friskers,Men Yellow Printed V-Neck T-shirt,3.7,12.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/1584818d-1edd-4f27-be69-6859961f91481581803486511-1.jpg"
Friskers,Men Black Printed V-Neck T-shirt,4.0,8.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/d5588d35-b607-4b12-b406-b1ba7c3c03b51581804800254-1.jpg"
Friskers,Men Yellow & White Printed V-Neck T-shirt,3.0,2.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/97efbe37-6602-499f-ae7b-6cd5a4f088cd1581805811220-1.jpg"
Friskers,Men Yellow & Black Printed V-Neck T-shirt,3.9,28.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/aefd8550-c67e-4a3d-8f9a-9f84d382755f1581805877818-1.jpg"
Friskers,Men Navy Blue Printed V-Neck T-shirt,3.8,33.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/a0970d4a-60d4-4f8c-8073-0146c3850fe61581804447213-1.jpg"
Friskers,Men White & Black Printed V-Neck T-shirt,3.8,44.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/21f7d1eb-046f-4eda-854a-db727646c3b01581805160485-1.jpg"
Friskers,Men Mustard Yellow Printed V-Neck T-shirt,3.9,56.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/d50d5687-8707-43df-8938-0eb0eed8a9fe1581803156406-1.jpg"
Friskers,Men Black Printed V-Neck T-shirt,3.5,8.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/e1349f16-5412-4ba5-946f-d017bfe8f63f1581805956998-1.jpg"
Friskers,Men Turquoise Blue & White Printed V-Neck T-shirt,2.7,7.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/b51d1de1-d3b7-40e9-85c5-88d47fbf9f531581804763652-1.jpg"
Friskers,Men Mustard Yellow Printed V-Neck T-shirt,3.9,7.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/66d24927-835f-45fe-a37a-1e654b81d9161581806356572-1.jpg"
Friskers,Men Black Printed V-Neck T-shirt,3.8,21.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/0a5e510c-d0d1-4850-b797-7e7db9e2dc681581805015100-1.jpg"
Friskers,Men Turquoise Blue & Black Printed V-Neck T-shirt,3.7,13.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/8d7778ad-aba5-4cdd-b8e0-c3d68074c42a1581805523496-1.jpg"
Friskers,Men Black Printed V-Neck T-shirt,3.4,8.0,859.0,558.0,35 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/2/16/cf6c5742-60f3-4d8c-8b66-518d210955cc1581804217850-1.jpg"
Friskers,Men Blue Solid V-Neck T-shirt,4.4,33.0,949.0,569.0,40 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777908/2023/10/26/300e9705-52cb-42ab-967a-0fb0bedc2c7e1698299168365-Friskers-Men-Blue-Solid-V-Neck-T-shirt-1581698299167996-1.jpg"
Friskers,Men Turquoise Blue Solid Hooded T-shirt,2.7,7.0,1199.0,695.0,42 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777920/2020/4/1/56d76de2-12f4-408f-a50a-114795f5ef2b1585738332371FriskersMenTurquoiseBlueSolidHoodT-shirt1.jpg"
Friskers,Men White Solid Hood T-shirt,4.0,13.0,999.0,589.0,41 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777948/2023/11/24/8c9cdee1-a2e7-4f47-b7c1-50c9eb7c401d1700821484637-Friskers-Men-White-Solid-Hood-T-shirt-1651700821484405-1.jpg"
Friskers,Men Navy Blue Solid Hooded T-shirt,4.3,9.0,999.0,579.0,42 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777914/2023/11/24/a8a619e4-a505-4875-acc1-289b09b5eb911700821461751-Friskers-Men-Navy-Blue-Solid-Hooded-T-shirt-3061700821461539-1.jpg"
Friskers,Men White Solid Hood T-shirt,3.9,14.0,999.0,559.0,44 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777924/2020/4/1/72cfaef6-df9a-400b-a30e-c88679b688391585738487648FriskersMenWhiteSolidHoodT-shirt1.jpg"
Friskers,Men Blue Solid Hood T-shirt,4.3,4.0,999.0,579.0,42 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777932/2023/11/24/bc8fbb70-d001-43a9-94e6-423cd42b629b1700821472501-Friskers-Men-Blue-Solid-Hood-T-shirt-9821700821472260-1.jpg"
Friskers,Men White Solid Hooded T-shirt,4.3,3.0,1199.0,671.0,44 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777884/2020/4/1/1620c8ac-a673-4028-a4c7-5707175592cc1585738356399FriskersMenWhiteSolidHoodT-shirt1.jpg"
Friskers,Men Orange Solid Round Neck T-shirt,4.1,62.0,789.0,489.0,38 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777950/2023/10/26/b8b10e72-16c5-4f9d-a43d-ed3ef9f501ae1698299307888-Friskers-Men-Orange-Solid-Round-Neck-T-shirt-859169829930755-1.jpg"
Friskers,Men Yellow Solid Hood T-shirt,4.2,19.0,999.0,569.0,43 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777866/2020/4/1/c52d80af-2943-4fcb-9b25-f75156e32c941585738378639FriskersMenYellowSolidHoodT-shirt1.jpg"
Friskers,Men Mustard Yellow Solid Hood T-shirt,4.7,3.0,1199.0,695.0,42 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777862/2020/4/1/98f34ced-39f3-4108-893d-11b7cfeed2511585738326522FriskersMenMustardSolidHoodT-shirt1.jpg"
Friskers,Men Mustard Yellow Solid Hood T-shirt,4.6,8.0,999.0,569.0,43 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777928/2020/4/1/5aceedf8-d037-4b06-8c0d-4b13b296ecb01585738331359FriskersMenMustardSolidHoodT-shirt1.jpg"
Friskers,Men Maroon Solid Hood T-shirt,4.2,11.0,999.0,579.0,42 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777944/2023/11/24/a9a04c97-22e0-4fd3-8fc2-46dfe3f9080e1700821478627-Friskers-Men-Maroon-Solid-Hood-T-shirt-4901700821478386-1.jpg"
Friskers,Men Maroon Solid Hooded T-shirt,3.8,9.0,999.0,569.0,43 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11777886/2020/4/1/3335a018-4786-4cc3-ac80-e0212b97b6ff1585738463361FriskersMenMaroonSolidHoodT-shirt1.jpg"
